G10	G7
0.9654873	0.8969721
1.1442191	1.0771612
0.9855094	1.0863718
0.9777520	0.9597729
1.0356258	0.8886140
0.9670325	1.1276738
0.9708753	1.2258585
0.9738621	0.8462290
1.1870598	0.9500125
1.0448133	1.0098880
0.9696261	0.0000000
1.0277477	0.1335248
1.0576624	0.2005753
0.8765308	0.2242798
0.9472507	0.3859686
0.9270826	0.4391872
1.0155123	0.6883962
1.0284600	0.7548484
0.7732412	0.8557666
0.9790159	0.8550057
0.9329084	0.9757128
1.0322864	1.0903072
1.0317305	1.0356705
1.1282089	1.1030347
1.1013912	0.9223223
1.0714208	0.7366635
0.9397805	1.0869431
1.0423487	1.1546688
1.0244775	1.2045020
1.1337260	1.1076243
1.0897058	0.9304819
